"date","comp_abb","home_team","home_score","away_score","away_team","comp_name","comp_stage"
2019-10-13,"CNL","Montserrat",0,2,"El Salvador","Concacaf Nations League","league-b"
2021-03-29,"WQC","Montserrat",1,1,"El Salvador","WC Qualification Concacaf","4th-round"
2022-06-05,"CNL","Montserrat",1,2,"Guyana","Concacaf Nations League","league-b"
2019-09-10,"CNL","Montserrat",1,1,"St. Lucia","Concacaf Nations League","league-b"
2021-06-02,"WQC","Montserrat",4,0,"US Virgin Islands","WC Qualification Concacaf","4th-round"
2019-10-19,"ANC","Morocco",3,0,"Algeria","African Nations Championship","1st-round"
2021-12-11,"ARC","Morocco",2,2,"Algeria","Arab Cup","quarter-finals"
2019-03-26,"FRI","Morocco",0,1,"Argentina","Friendlies","friendlies-1"
2019-07-05,"ACO","Morocco",1,1,"Benin","Africa Cup of Nations","8th-finals"
2019-09-06,"FRI","Morocco",1,1,"Burkina Faso","Friendlies","friendlies-1"
2021-06-12,"FRI","Morocco",1,0,"Burkina Faso","Friendlies","friendlies-1"
2021-03-30,"ACO","Morocco",1,0,"Burundi","Africa Cup of Nations Qualification","group-stage"
2021-02-03,"ANC","Morocco",4,0,"Cameroon","African Nations Championship","semi-finals"
2020-11-13,"ACO","Morocco",4,1,"Central African Republic","Africa Cup of Nations Qualification","group-stage"
2022-09-23,"FRI","Morocco",2,0,"Chile","Friendlies","friendlies-1"
2022-01-14,"ACO","Morocco",2,0,"Comoros","Africa Cup of Nations","group-stage"
2020-10-13,"FRI","Morocco",1,1,"Congo DR","Friendlies","friendlies-1"
2022-03-29,"WQA","Morocco",4,1,"Congo DR","WC Qualification Africa","3rd-round"
2019-06-28,"ACO","Morocco",1,0,"Côte d'Ivoire","Africa Cup of Nations","group-stage"
2019-10-15,"FRI","Morocco",2,3,"Gabon","Friendlies","friendlies-1"
2019-06-12,"FRI","Morocco",0,1,"Gambia","Friendlies","friendlies-1"
2022-01-10,"ACO","Morocco",1,0,"Ghana","Africa Cup of Nations","group-stage"
2021-06-08,"FRI","Morocco",1,0,"Ghana","Friendlies","friendlies-1"
2021-11-16,"WQA","Morocco",3,0,"Guinea","WC Qualification Africa","2nd-round"
2021-10-06,"WQA","Morocco",5,0,"Guinea-Bissau","WC Qualification Africa","2nd-round"
2019-10-11,"FRI","Morocco",1,1,"Libya","Friendlies","friendlies-1"
2022-01-25,"ACO","Morocco",2,1,"Malawi","Africa Cup of Nations","8th-finals"
2019-11-15,"ACO","Morocco",0,0,"Mauritania","Africa Cup of Nations Qualification","group-stage"
2019-06-23,"ACO","Morocco",1,0,"Namibia","Africa Cup of Nations","group-stage"
2019-09-10,"FRI","Morocco",1,0,"Niger","Friendlies","friendlies-1"
2021-12-01,"ARC","Morocco",4,0,"Palestine","Arab Cup","group-stage"
2021-01-22,"ANC","Morocco",0,0,"Rwanda","African Nations Championship","group-stage"
2021-12-07,"ARC","Morocco",1,0,"Saudi Arabia","Arab Cup","group-stage"
2020-10-09,"FRI","Morocco",3,1,"Senegal","Friendlies","friendlies-1"
2022-06-09,"ACO","Morocco",2,1,"South Africa","Africa Cup of Nations Qualification","group-stage"
2021-09-02,"WQA","Morocco",2,0,"Sudan","WC Qualification Africa","2nd-round"
2021-01-18,"ANC","Morocco",1,0,"Togo","African Nations Championship","group-stage"
2021-01-31,"ANC","Morocco",3,1,"Zambia","African Nations Championship","quarter-finals"
2019-06-16,"FRI","Morocco",2,3,"Zambia","Friendlies","friendlies-1"
2019-11-19,"FRI","Morocco A'",3,1,"Guinea A'","Friendlies","friendlies-3"
2021-01-08,"NOF","Morocco A'",2,1,"Guinea A'","Non-FIFA Friendlies","friendlies-3"
2021-03-30,"ACO","Mozambique",0,1,"Cabo Verde","Africa Cup of Nations Qualification","group-stage"
2020-11-16,"ACO","Mozambique",0,2,"Cameroon","Africa Cup of Nations Qualification","group-stage"
2021-10-11,"WQA","Mozambique",0,1,"Cameroon","WC Qualification Africa","2nd-round"
2021-09-03,"WQA","Mozambique",0,0,"Côte d'Ivoire","WC Qualification Africa","2nd-round"
2021-07-18,"COC","Mozambique",1,1,"Eswatini","COSAFA Cup","3rd-place-final"
2022-05-24,"FRI","Mozambique",0,1,"Eswatini","Friendlies","friendlies-3"
2019-08-04,"ANC","Mozambique",3,2,"Madagascar","African Nations Championship","2nd-round"
2022-09-04,"ANC","Mozambique",0,0,"Malawi","African Nations Championship Qualification","2nd-round"
2019-05-30,"COC","Mozambique",1,1,"Malawi","COSAFA Cup","group-stage"
2021-07-11,"COC","Mozambique",2,0,"Malawi","COSAFA Cup","group-stage"
2021-11-16,"WQA","Mozambique",1,0,"Malawi","WC Qualification Africa","2nd-round"
2019-09-10,"WQA","Mozambique",2,0,"Mauritius","WC Qualification Africa","1st-round"
2019-05-26,"COC","Mozambique",1,2,"Namibia","COSAFA Cup","group-stage"
2021-07-14,"COC","Mozambique",1,0,"Namibia","COSAFA Cup","group-stage"
2022-03-23,"FRI","Mozambique",1,1,"Niger","Friendlies","friendlies-3"
2019-11-14,"ACO","Mozambique",2,0,"Rwanda","Africa Cup of Nations Qualification","group-stage"
2022-06-02,"ACO","Mozambique",1,1,"Rwanda","Africa Cup of Nations Qualification","group-stage"
2022-07-17,"COC","Mozambique",1,1,"Senegal","COSAFA Cup","3rd-place-final"
2022-07-24,"ANC","Mozambique",0,0,"Zambia","African Nations Championship Qualification","1st-round"
2021-07-07,"COC","Mozambique",0,0,"Zimbabwe","COSAFA Cup","group-stage"
2019-03-19,"FRI","Myanmar",0,0,"Chinese Taipei","Friendlies","friendlies-3"
2019-03-25,"FRI","Myanmar",0,2,"Indonesia","Friendlies","friendlies-1"
2019-09-10,"WQA","Myanmar",0,2,"Japan","WC Qualification Asia","2nd-round"
2022-06-11,"ACQ","Myanmar",0,2,"Kyrgyz Republic","Asian Cup Qualification","3rd-round"
2021-06-11,"WQA","Myanmar",1,8,"Kyrgyz Republic","WC Qualification Asia","2nd-round"
2019-11-19,"WQA","Myanmar",1,0,"Mongolia","WC Qualification Asia","2nd-round"
2019-11-07,"FRI","Myanmar",3,0,"Nepal","Friendlies","friendlies-3"
2021-12-18,"AFC","Myanmar",2,3,"Philippines","AFF Championship","group-stage"
2022-06-14,"ACQ","Myanmar",2,6,"Singapore","Asian Cup Qualification","3rd-round"
2019-11-14,"WQA","Myanmar",4,3,"Tajikistan","WC Qualification Asia","2nd-round"
2021-12-08,"AFC","Myanmar",2,0,"Timor-Leste","AFF Championship","group-stage"
2022-06-04,"ACO","Namibia",1,1,"Burundi","Africa Cup of Nations Qualification","group-stage"
2019-11-13,"ACO","Namibia",2,1,"Chad","Africa Cup of Nations Qualification","group-stage"
2019-08-04,"ANC","Namibia",0,0,"Comoros","African Nations Championship","2nd-round"
2021-09-02,"WQA","Namibia",1,1,"Congo","WC Qualification Africa","2nd-round"
2019-07-01,"ACO","Namibia",1,4,"Côte d'Ivoire","Africa Cup of Nations","group-stage"
2019-09-10,"WQA","Namibia",2,0,"Eritrea","WC Qualification Africa","1st-round"
2021-03-28,"ACO","Namibia",2,1,"Guinea","Africa Cup of Nations Qualification","group-stage"
2019-10-19,"ANC","Namibia",2,0,"Madagascar","African Nations Championship","3rd-round"
2019-05-28,"COC","Namibia",1,2,"Malawi","COSAFA Cup","group-stage"
2020-11-17,"ACO","Namibia",1,2,"Mali","Africa Cup of Nations Qualification","group-stage"
2022-07-15,"COC","Namibia",1,0,"Mozambique","COSAFA Cup","semi-finals"
2021-10-12,"WQA","Namibia",1,3,"Senegal","WC Qualification Africa","2nd-round"
2019-05-30,"COC","Namibia",3,0,"Seychelles","COSAFA Cup","group-stage"
2021-01-23,"ANC","Namibia",0,1,"Tanzania","African Nations Championship","group-stage"
2021-11-15,"WQA","Namibia",0,1,"Togo","WC Qualification Africa","2nd-round"
2021-01-27,"ANC","Namibia",0,0,"Zambia","African Nations Championship","group-stage"
2022-07-17,"COC","Namibia",0,1,"Zambia","COSAFA Cup","final"
2019-11-09,"FRI","Namibia",0,2,"Zambia","Friendlies","friendlies-3"
2021-07-11,"COC","Namibia",2,0,"Zimbabwe","COSAFA Cup","group-stage"
2021-06-11,"WQA","Nepal",0,3,"Australia","WC Qualification Asia","2nd-round"
2022-09-27,"FRI","Nepal",3,1,"Bangladesh","Friendlies","friendlies-3"
2021-06-03,"WQA","Nepal",2,0,"Chinese Taipei","WC Qualification Asia","2nd-round"
2021-09-05,"FRI","Nepal",1,2,"India","Friendlies","friendlies-2"
2021-10-10,"SAC","Nepal",0,1,"India","SAFF Championship","group-stage"
2021-06-07,"WQA","Nepal",0,3,"Jordan","WC Qualification Asia","2nd-round"
2022-06-11,"ACQ","Nepal",1,4,"Kuwait","Asian Cup Qualification","3rd-round"
2019-11-19,"WQA","Nepal",0,1,"Kuwait","WC Qualification Asia","2nd-round"
2021-10-01,"SAC","Nepal",1,0,"Maldives","SAFF Championship","group-stage"
2022-02-01,"FRI","Nepal",1,0,"Mauritius","Friendlies","friendlies-3"
2021-09-26,"FRI","Nepal",2,7,"Oman","Friendlies","friendlies-3"
2022-06-03,"FRI","Nepal",0,2,"Oman","Friendlies","friendlies-3"
2021-06-17,"EUC","Netherlands",2,0,"Austria","European Championship","group-stage"
2019-03-21,"ECQ","Netherlands",4,0,"Belarus","EC Qualification","qualifying-round"
2022-09-25,"UNL","Netherlands",1,0,"Belgium","UEFA Nations League","league-a"
2020-11-15,"UNL","Netherlands",3,1,"Bosnia-Herzegovina","UEFA Nations League","league-a"
2021-06-27,"EUC","Netherlands",0,2,"Czech Republic","European Championship","8th-finals"
2022-03-26,"FRI","Netherlands",4,2,"Denmark","Friendlies","friendlies-1"
2019-06-06,"UNL","Netherlands",3,1,"England","UEFA Nations League","semi-finals"
2019-11-19,"ECQ","Netherlands",5,0,"Estonia","EC Qualification","qualifying-round"
2021-06-06,"FRI","Netherlands",3,0,"Georgia","Friendlies","friendlies-1"
2019-03-24,"ECQ","Netherlands",2,3,"Germany","EC Qualification","qualifying-round"
2022-03-29,"FRI","Netherlands",1,1,"Germany","Friendlies","friendlies-1"
2021-10-11,"WQE","Netherlands",6,0,"Gibraltar","WC Qualification Europe","1st-round"
2020-09-07,"UNL","Netherlands",0,1,"Italy","UEFA Nations League","league-a"
2021-03-27,"WQE","Netherlands",2,0,"Latvia","WC Qualification Europe","1st-round"
2020-10-07,"FRI","Netherlands",0,1,"Mexico","Friendlies","friendlies-1"
2021-09-04,"WQE","Netherlands",4,0,"Montenegro","WC Qualification Europe","1st-round"
2019-10-10,"ECQ","Netherlands",3,1,"Northern Ireland","EC Qualification","qualifying-round"
2021-11-16,"WQE","Netherlands",2,0,"Norway","WC Qualification Europe","1st-round"
2020-09-04,"UNL","Netherlands",1,0,"Poland","UEFA Nations League","league-a"
2022-06-11,"UNL","Netherlands",2,2,"Poland","UEFA Nations League","league-a"
2021-06-02,"FRI","Netherlands",2,2,"Scotland","Friendlies","friendlies-1"
2020-11-11,"FRI","Netherlands",1,1,"Spain","Friendlies","friendlies-1"
2021-09-07,"WQE","Netherlands",6,1,"Turkey","WC Qualification Europe","1st-round"
2021-06-13,"EUC","Netherlands",3,2,"Ukraine","European Championship","group-stage"
2022-06-14,"UNL","Netherlands",3,2,"Wales","UEFA Nations League","league-a"
2019-07-12,"PAG","New Caledonia",1,0,"Fiji","Pacific Games","group-stage"
2022-03-18,"WQO","New Caledonia",1,2,"Fiji","WC Qualification Oceania","2nd-round"
2019-07-17,"PAG","New Caledonia",11,0,"Tuvalu","Pacific Games","group-stage"
2022-09-25,"FRI","New Zealand",0,2,"Australia","Friendlies","friendlies-1"
2022-03-21,"WQO","New Zealand",4,0,"Fiji","WC Qualification Oceania","2nd-round"
2021-11-16,"FRI","New Zealand",2,0,"Gambia","Friendlies","friendlies-2"
2019-07-20,"PAG","New Zealand",2,1,"New Caledonia","Pacific Games","final"
2022-03-24,"WQO","New Zealand",7,1,"New Caledonia","WC Qualification Oceania","2nd-round"
2019-07-14,"PAG","New Zealand",2,0,"Papua New Guinea","Pacific Games","group-stage"
2019-07-10,"PAG","New Zealand",5,1,"Samoa","Pacific Games","group-stage"
2022-03-27,"WQO","New Zealand",1,0,"Tahiti","WC Qualification Oceania","3rd-round"
2022-06-14,"CNL","Nicaragua",4,0,"Bahamas","Concacaf Nations League","league-b"
2022-02-02,"FRI","Nicaragua",1,1,"Belize","Friendlies","friendlies-2"
2021-06-05,"WQC","Nicaragua",3,0,"Belize","WC Qualification Concacaf","4th-round"
2019-11-11,"FRI","Nicaragua",0,1,"Cuba","Friendlies","friendlies-3"
2021-11-14,"FRI","Nicaragua",2,0,"Cuba","Friendlies","friendlies-2"
2019-10-12,"CNL","Nicaragua",3,1,"Dominica","Concacaf Nations League","league-b"
2022-09-27,"FRI","Nicaragua",0,1,"Ghana","Friendlies","friendlies-1"
2020-10-07,"FRI","Nicaragua",0,0,"Guatemala","Friendlies","friendlies-2"
2019-06-21,"CGC","Nicaragua",0,2,"Haiti","Concacaf Gold Cup","group-stage"
2020-02-26,"NOF","Nicaragua",0,0,"Panama","Non-FIFA Friendlies","friendlies-1"
2019-09-06,"CNL","Nicaragua",1,1,"St. Vincent / Grenadines","Concacaf Nations League","league-b"
2019-11-19,"CNL","Nicaragua",1,2,"Suriname","Concacaf Nations League","league-b"
2022-06-04,"CNL","Nicaragua",2,1,"Trinidad and Tobago","Concacaf Nations League","league-b"
2021-10-12,"WQA","Niger",0,4,"Algeria","WC Qualification Africa","2nd-round"
2021-09-02,"WQA","Niger",0,2,"Burkina Faso","WC Qualification Africa","2nd-round"
2021-06-09,"FRI","Niger",0,1,"Congo","Friendlies","friendlies-3"
2021-01-25,"ANC","Niger",1,2,"Congo DR","African Nations Championship","group-stage"
2021-03-26,"ACO","Niger",0,3,"Côte d'Ivoire","Africa Cup of Nations Qualification","group-stage"
2019-09-22,"ANC","Niger",2,0,"Côte d'Ivoire","African Nations Championship","2nd-round"
2021-11-15,"WQA","Niger",7,2,"Djibouti","WC Qualification Africa","2nd-round"
2019-03-23,"ACO","Niger",1,1,"Egypt","Africa Cup of Nations Qualification","group-stage"
2020-11-13,"ACO","Niger",1,0,"Ethiopia","Africa Cup of Nations Qualification","group-stage"
2021-06-05,"FRI","Niger",0,2,"Gambia","Friendlies","friendlies-3"
2022-09-25,"FRI","Niger",0,0,"Liberia","Friendlies","friendlies-3"
2022-03-26,"FRI","Niger",1,2,"Libya","Friendlies","friendlies-3"
2019-11-19,"ACO","Niger",2,6,"Madagascar","Africa Cup of Nations Qualification","group-stage"
2022-06-04,"ACO","Niger",1,1,"Tanzania","Africa Cup of Nations Qualification","group-stage"
2022-09-03,"ANC","Niger",3,1,"Togo","African Nations Championship Qualification","2nd-round"
2020-10-09,"FRI","Nigeria",0,1,"Algeria","Friendlies","friendlies-1"
2019-11-13,"ACO","Nigeria",2,1,"Benin","Africa Cup of Nations Qualification","group-stage"
2019-06-22,"ACO","Nigeria",1,0,"Burundi","Africa Cup of Nations","group-stage"
2021-11-16,"WQA","Nigeria",1,1,"Cabo Verde","WC Qualification Africa","2nd-round"
2019-07-06,"ACO","Nigeria",3,2,"Cameroon","Africa Cup of Nations","8th-finals"
2021-06-04,"FRI","Nigeria",0,1,"Cameroon","Friendlies","friendlies-1"
2021-10-07,"WQA","Nigeria",0,1,"Central African Republic","WC Qualification Africa","2nd-round"
2022-01-11,"ACO","Nigeria",1,0,"Egypt","Africa Cup of Nations","group-stage"
2019-03-26,"FRI","Nigeria",1,0,"Egypt","Friendlies","friendlies-1"
2022-09-03,"ANC","Nigeria",2,0,"Ghana","African Nations Championship Qualification","2nd-round"
2022-03-29,"WQA","Nigeria",1,1,"Ghana","WC Qualification Africa","3rd-round"
2019-06-26,"ACO","Nigeria",1,0,"Guinea","Africa Cup of Nations","group-stage"
2021-03-30,"ACO","Nigeria",3,0,"Lesotho","Africa Cup of Nations Qualification","group-stage"
2021-09-03,"WQA","Nigeria",2,0,"Liberia","WC Qualification Africa","2nd-round"
2019-03-22,"ACO","Nigeria",3,1,"Seychelles","Africa Cup of Nations Qualification","group-stage"
2020-11-13,"ACO","Nigeria",4,4,"Sierra Leone","Africa Cup of Nations Qualification","group-stage"
2022-06-09,"ACO","Nigeria",2,1,"Sierra Leone","Africa Cup of Nations Qualification","group-stage"
2019-07-10,"ACO","Nigeria",2,1,"South Africa","Africa Cup of Nations","quarter-finals"
2022-01-15,"ACO","Nigeria",3,1,"Sudan","Africa Cup of Nations","group-stage"
2019-10-19,"ANC","Nigeria",2,0,"Togo","African Nations Championship","2nd-round"
2022-01-23,"ACO","Nigeria",0,1,"Tunisia","Africa Cup of Nations","8th-finals"
2020-10-13,"FRI","Nigeria",1,1,"Tunisia","Friendlies","friendlies-1"
2019-06-08,"FRI","Nigeria",0,0,"Zimbabwe","Friendlies","friendlies-1"
2020-09-05,"UNL","North Macedonia",2,1,"Armenia","UEFA Nations League","league-c"
2021-09-02,"WQE","North Macedonia",0,0,"Armenia","WC Qualification Europe","1st-round"
2019-06-10,"ECQ","North Macedonia",1,4,"Austria","EC Qualification","qualifying-round"
2022-09-26,"UNL","North Macedonia",0,1,"Bulgaria","UEFA Nations League","league-c"
2020-11-15,"UNL","North Macedonia",2,1,"Estonia","UEFA Nations League","league-c"
2020-10-14,"UNL","North Macedonia",1,1,"Georgia","UEFA Nations League","league-c"
2022-06-09,"UNL","North Macedonia",0,3,"Georgia","UEFA Nations League","league-c"
2021-10-11,"WQE","North Macedonia",0,4,"Germany","WC Qualification Europe","1st-round"
2022-06-12,"UNL","North Macedonia",4,0,"Gibraltar","UEFA Nations League","league-c"
2021-11-14,"WQE","North Macedonia",3,1,"Iceland","WC Qualification Europe","1st-round"
2019-11-19,"ECQ","North Macedonia",1,0,"Israel","EC Qualification","qualifying-round"
2021-06-04,"FRI","North Macedonia",4,0,"Kazakhstan","Friendlies","friendlies-2"
2020-10-08,"ECQ","North Macedonia",2,1,"Kosovo","EC Qualification","qualifying-play-offs-path-d---semi-finals"
2019-03-21,"ECQ","North Macedonia",3,1,"Latvia","EC Qualification","qualifying-round"
2021-03-28,"WQE","North Macedonia",5,0,"Liechtenstein","WC Qualification Europe","1st-round"
2021-06-21,"EUC","North Macedonia",0,3,"Netherlands","European Championship","group-stage"
2019-06-07,"ECQ","North Macedonia",0,1,"Poland","EC Qualification","qualifying-round"
2021-09-08,"WQE","North Macedonia",0,0,"Romania","WC Qualification Europe","1st-round"
2019-10-10,"ECQ","North Macedonia",2,1,"Slovenia","EC Qualification","qualifying-round"
2021-06-01,"FRI","North Macedonia",1,1,"Slovenia","Friendlies","friendlies-1"
2020-10-11,"UNL","Northern Ireland",0,1,"Austria","UEFA Nations League","league-b"
2019-03-24,"ECQ","Northern Ireland",2,1,"Belarus","EC Qualification","qualifying-round"
2021-03-31,"WQE","Northern Ireland",0,0,"Bulgaria","WC Qualification Europe","1st-round"
2022-06-12,"UNL","Northern Ireland",2,2,"Cyprus","UEFA Nations League","league-c"
2019-03-21,"ECQ","Northern Ireland",2,0,"Estonia","EC Qualification","qualifying-round"
2019-09-09,"ECQ","Northern Ireland",0,2,"Germany","EC Qualification","qualifying-round"
2022-06-02,"UNL","Northern Ireland",0,1,"Greece","UEFA Nations League","league-c"
2022-03-29,"FRI","Northern Ireland",0,1,"Hungary","Friendlies","friendlies-1"
2021-11-15,"WQE","Northern Ireland",0,0,"Italy","WC Qualification Europe","1st-round"
2022-09-24,"UNL","Northern Ireland",2,1,"Kosovo","UEFA Nations League","league-c"
2021-11-12,"WQE","Northern Ireland",1,0,"Lithuania","WC Qualification Europe","1st-round"
2019-09-05,"FRI","Northern Ireland",1,0,"Luxembourg","Friendlies","friendlies-1"
2019-11-16,"ECQ","Northern Ireland",0,0,"Netherlands","EC Qualification","qualifying-round"
2020-09-07,"UNL","Northern Ireland",1,5,"Norway","UEFA Nations League","league-b"
2020-11-18,"UNL","Northern Ireland",1,1,"Romania","UEFA Nations League","league-b"
2020-11-12,"ECQ","Northern Ireland",1,2,"Slovakia","EC Qualification","qualifying-play-offs-path-b---final"
2021-09-08,"WQE","Northern Ireland",0,0,"Switzerland","WC Qualification Europe","1st-round"
2021-03-28,"FRI","Northern Ireland",1,2,"United States","Friendlies","friendlies-1"
2022-03-29,"FRI","Norway",9,0,"Armenia","Friendlies","friendlies-1"
2020-09-04,"UNL","Norway",1,2,"Austria","UEFA Nations League","league-b"
2019-11-15,"ECQ","Norway",4,0,"Faroe Islands","EC Qualification","qualifying-round"
2021-09-07,"WQE","Norway",5,1,"Gibraltar","WC Qualification Europe","1st-round"
2021-06-06,"FRI","Norway",1,2,"Greece","Friendlies","friendlies-1"
2021-11-13,"WQE","Norway",0,0,"Latvia","WC Qualification Europe","1st-round"
2021-06-02,"FRI","Norway",1,0,"Luxembourg","Friendlies","friendlies-1"
2019-09-05,"ECQ","Norway",2,0,"Malta","EC Qualification","qualifying-round"
2021-10-11,"WQE","Norway",2,0,"Montenegro","WC Qualification Europe","1st-round"
2021-09-01,"WQE","Norway",1,1,"Netherlands","WC Qualification Europe","1st-round"
2020-10-14,"UNL","Norway",1,0,"Northern Ireland","UEFA Nations League","league-b"
2019-06-07,"ECQ","Norway",2,2,"Romania","EC Qualification","qualifying-round"
2020-10-11,"UNL","Norway",4,0,"Romania","UEFA Nations League","league-b"
2020-10-08,"ECQ","Norway",1,2,"Serbia","EC Qualification","qualifying-play-offs-path-c---semi-finals"
2022-09-27,"UNL","Norway",0,2,"Serbia","UEFA Nations League","league-b"
2022-03-25,"FRI","Norway",2,0,"Slovakia","Friendlies","friendlies-1"
2022-06-09,"UNL","Norway",0,0,"Slovenia","UEFA Nations League","league-b"
2019-10-12,"ECQ","Norway",1,1,"Spain","EC Qualification","qualifying-round"
2019-03-26,"ECQ","Norway",3,3,"Sweden","EC Qualification","qualifying-round"
2022-06-12,"UNL","Norway",3,2,"Sweden","UEFA Nations League","league-b"
2021-03-27,"WQE","Norway",0,3,"Turkey","WC Qualification Europe","1st-round"
